Time,Quadrant Number,Ball Colour,Event Type
1720532160.640559,3,Green,Entry
1720532160.640559,3,Green,Entry
1720532160.6875155,3,Green,Entry
1720532160.6875155,3,Green,Entry
1720532160.7310414,3,Yellow,Entry
1720532160.7787213,3,Green,Entry
1720532160.872117,3,Green,Entry
1720532160.915251,3,Yellow,Entry
1720532160.9686477,3,Green,Entry
1720532160.9686477,3,Green,Entry
1720532161.012358,3,Green,Entry
1720532161.0555964,3,Yellow,Entry
1720532161.0607953,3,Green,Entry
1720532161.1499496,3,Green,Entry
1720532161.1937,3,Yellow,Entry
1720532161.1977012,3,Green,Entry
1720532161.245554,3,Green,Entry
1720532161.3025482,3,Yellow,Entry
1720532161.3025482,3,Yellow,Entry
1720532161.3025482,3,Yellow,Entry
1720532161.306482,3,Green,Entry
1720532161.3483443,3,Yellow,Entry
1720532161.353344,3,Green,Entry
1720532161.3965664,3,Yellow,Entry
1720532161.401671,3,Green,Entry
1720532161.4578063,3,Yellow,Entry
1720532161.460806,3,Green,Entry
1720532161.5018687,3,Yellow,Entry
1720532161.505861,3,Green,Entry
1720532161.5592632,3,Orange,Entry
1720532161.5965614,3,Yellow,Entry
1720532161.6005752,3,Green,Entry
1720532161.6081471,3,Orange,Entry
1720532161.692565,2,Green,Entry
1720532161.699857,1,Orange,Entry
1720532161.7373135,1,Yellow,Entry
1720532161.741315,1,Green,Entry
1720532161.7493076,1,Orange,Entry
1720532161.7892363,1,Green,Entry
1720532161.7973642,1,Orange,Entry
1720532174.0586498,1,Yellow,Entry
1720532174.062342,1,Green,Entry
1720532174.109843,1,Yellow,Entry
1720532174.11493,1,Green,Entry
1720532174.171736,4,Yellow,Entry
1720532174.175893,4,Green,Entry
1720532174.2195745,4,Yellow,Entry
1720532174.2237082,4,Green,Entry
1720532174.2810373,4,Yellow,Entry
1720532174.2863066,4,Green,Entry
1720532174.34216,4,Yellow,Entry
1720532174.3476677,4,Green,Entry
1720532174.4051428,4,Yellow,Entry
1720532174.4096675,4,Green,Entry
1720532174.4653766,4,Yellow,Entry
1720532174.4705827,4,Green,Entry
1720532174.511875,4,Yellow,Entry
1720532174.5179245,4,Green,Entry
1720532174.5179245,4,Green,Entry
1720532174.5733912,4,Yellow,Entry
1720532174.577733,4,Green,Entry
1720532174.577733,4,Green,Entry
1720532174.6198118,4,Yellow,Entry
1720532174.6252072,4,Green,Entry
1720532174.6811662,4,Yellow,Entry
1720532174.6864238,4,Green,Entry
1720532174.727296,4,Yellow,Entry
1720532174.731286,4,Green,Entry
1720532174.7745,4,Yellow,Entry
1720532174.824727,1,Yellow,Entry
1720532174.8312085,1,Green,Entry
1720532174.8833156,1,Yellow,Entry
1720532174.8843136,1,Yellow,Entry
1720532174.8881323,1,Green,Entry
1720532174.932182,1,Yellow,Entry
1720532174.932182,1,Yellow,Entry
1720532174.9374678,1,Green,Entry
1720532176.4135463,1,Yellow,Entry
1720532176.4176261,1,Green,Entry
1720532176.4593263,1,Yellow,Entry
1720532176.463635,1,Green,Entry
1720532176.5070028,1,Yellow,Entry
1720532176.511793,1,Green,Entry
1720532176.5501165,4,Yellow,Entry
1720532176.5541098,4,Green,Entry
1720532176.596895,4,Yellow,Entry
1720532176.6010916,4,Green,Entry
1720532176.6084337,4,Orange,Entry
1720532176.645966,4,Yellow,Entry
1720532176.6501322,4,Green,Entry
1720532176.6573238,4,Orange,Entry
1720532176.6922412,4,Yellow,Entry
1720532176.6922412,4,Yellow,Entry
1720532176.6922412,4,Yellow,Entry
1720532176.6961093,4,Green,Entry
1720532176.7038372,4,Orange,Entry
1720532176.7365258,4,Yellow,Entry
1720532176.7400618,4,Green,Entry
1720532176.7400618,4,Green,Entry
1720532176.7478838,4,Orange,Entry
1720532176.7834525,4,Yellow,Entry
1720532176.7834525,4,Yellow,Entry
1720532176.787817,4,Green,Entry
1720532176.7943232,4,Orange,Entry
1720532176.8285499,4,Yellow,Entry
1720532176.8329008,4,Green,Entry
1720532176.840259,4,Orange,Entry
1720532176.8762143,4,Yellow,Entry
1720532176.880255,4,Green,Entry
1720532176.9222412,4,Yellow,Entry
1720532176.9252474,4,Green,Entry
1720532176.9701524,4,Yellow,Entry
1720532176.9774241,4,Green,Entry
1720532176.9774241,4,Green,Entry
1720532177.0139651,4,Yellow,Entry
1720532177.0173557,4,Green,Entry
1720532177.062356,4,Yellow,Entry
1720532177.066061,4,Green,Entry
1720532177.1272297,4,Green,Entry
1720532177.1702173,4,Yellow,Entry
1720532177.173219,4,Green,Entry
1720532177.173219,4,Green,Entry
1720532177.2181315,4,Yellow,Entry
1720532177.222311,4,Green,Entry
1720532177.2646646,4,Yellow,Entry
1720532177.2682836,4,Green,Entry
1720532177.3128746,4,Yellow,Entry
1720532177.3170307,4,Green,Entry
1720532177.318189,4,Green,Entry
1720532177.3576684,4,Yellow,Entry
1720532177.3630183,4,Green,Entry
1720532177.407595,4,Yellow,Entry
1720532177.4136283,4,Green,Entry
1720532177.486601,4,Yellow,Entry
1720532177.486601,4,Yellow,Entry
1720532177.4976037,4,Green,Entry
1720532177.567874,4,Yellow,Entry
1720532177.567874,4,Yellow,Entry
1720532177.57395,4,Green,Entry
1720532177.6385748,4,Yellow,Entry
1720532177.6447048,4,Green,Entry
1720532177.6863594,4,Yellow,Entry
1720532177.6899188,4,Green,Entry
1720532177.6911633,4,Green,Entry
1720532177.7464569,4,Yellow,Entry
1720532177.7464569,4,Yellow,Entry
1720532177.7517133,4,Green,Entry
1720532177.7517133,4,Green,Entry
1720532177.807461,4,Yellow,Entry
1720532177.807461,4,Yellow,Entry
1720532177.813349,4,Green,Entry
1720532177.813349,4,Green,Entry
1720532177.81456,4,Green,Entry
1720532177.8551252,4,Yellow,Entry
1720532177.8551252,4,Yellow,Entry
1720532177.8609333,4,Green,Entry
1720532177.8609333,4,Green,Entry
1720532177.8609333,4,Green,Entry
1720532177.9262862,4,Yellow,Entry
1720532177.9262862,4,Yellow,Entry
1720532177.933288,4,Green,Entry
1720532178.0019205,4,Yellow,Entry
1720532178.0029194,4,Yellow,Entry
1720532178.0109215,4,Green,Entry
1720532178.072413,4,Yellow,Entry
1720532178.072413,4,Yellow,Entry
1720532178.0797527,4,Green,Entry
1720532178.1346643,4,Yellow,Entry
1720532178.1346643,4,Yellow,Entry
1720532178.1432202,4,Green,Entry
1720532178.196893,4,Yellow,Entry
1720532178.196893,4,Yellow,Entry
1720532178.2387958,4,Yellow,Entry
1720532178.2397983,4,Yellow,Entry
1720532178.2440608,4,Green,Entry
1720532178.2978408,4,Yellow,Entry
1720532178.2988489,4,Yellow,Entry
1720532178.3030312,4,Green,Entry
1720532178.3030312,4,Green,Entry
1720532178.3453789,4,Yellow,Entry
1720532178.3494954,4,Green,Entry
1720532178.3960164,4,Yellow,Entry
1720532178.3960164,4,Yellow,Entry
1720532178.403324,4,Green,Entry
1720532178.403324,4,Green,Entry
1720532178.4601314,4,Yellow,Entry
1720532178.4601314,4,Yellow,Entry
1720532178.4645622,4,Green,Entry
1720532178.5160372,4,Yellow,Entry
1720532178.5160372,4,Yellow,Entry
1720532178.5230548,4,Green,Entry
1720532178.5768156,4,Yellow,Entry
1720532178.5768156,4,Yellow,Entry
1720532178.581704,4,Green,Entry
1720532178.620143,4,Yellow,Entry
1720532178.6242375,4,Green,Entry
1720532178.6697295,4,Yellow,Entry
1720532178.6697295,4,Yellow,Entry
1720532178.6751225,4,Green,Entry
1720532178.7141366,4,Yellow,Entry
1720532178.7151434,4,Yellow,Entry
1720532178.719785,4,Green,Entry
1720532178.7207878,4,Green,Entry
1720532178.760443,4,Yellow,Entry
1720532178.760443,4,Yellow,Entry
1720532178.7661119,4,Green,Entry
1720532178.8076344,4,Yellow,Entry
1720532178.8086374,4,Yellow,Entry
1720532178.8123076,4,Green,Entry
1720532178.854117,4,Yellow,Entry
1720532178.854117,4,Yellow,Entry
1720532178.8605227,4,Green,Entry
1720532178.9188075,4,Yellow,Entry
1720532178.9188075,4,Yellow,Entry
1720532178.9247487,4,Green,Entry
1720532178.9247487,4,Green,Entry
1720532178.9783993,4,Yellow,Entry
1720532178.9794037,4,Yellow,Entry
1720532178.9845743,4,Green,Entry
1720532179.03998,4,Yellow,Entry
1720532179.03998,4,Yellow,Entry
1720532179.044587,4,Green,Entry
1720532179.044587,4,Green,Entry
1720532179.0947134,4,Yellow,Entry
1720532179.0947134,4,Yellow,Entry
1720532179.0999515,4,Green,Entry
1720532179.0999515,4,Green,Entry
1720532179.1520312,4,Yellow,Entry
1720532179.1520312,4,Yellow,Entry
1720532179.1575878,4,Green,Entry
1720532179.2017627,4,Yellow,Entry
1720532179.2017627,4,Yellow,Entry
1720532179.206273,4,Green,Entry
1720532179.206273,4,Green,Entry
1720532179.2596393,4,Yellow,Entry
1720532179.2596393,4,Yellow,Entry
1720532179.264802,4,Green,Entry
1720532179.2659602,4,Green,Entry
1720532179.3034456,4,Yellow,Entry
1720532179.3044508,4,Yellow,Entry
1720532179.3096025,4,Green,Entry
1720532179.3096025,4,Green,Entry
1720532179.3530598,4,Yellow,Entry
1720532179.3530598,4,Yellow,Entry
1720532179.357685,4,Green,Entry
1720532179.357685,4,Green,Entry
1720532179.3994193,4,Yellow,Entry
1720532179.3994193,4,Yellow,Entry
1720532179.4060016,4,Green,Entry
1720532179.4060016,4,Green,Entry
1720532179.4439955,4,Yellow,Entry
1720532179.4439955,4,Yellow,Entry
1720532179.4485517,4,Green,Entry
1720532179.4485517,4,Green,Entry
1720532179.496419,4,Yellow,Entry
1720532179.496419,4,Yellow,Entry
1720532179.5019283,4,Green,Entry
1720532179.5019283,4,Green,Entry
1720532179.5505903,4,Yellow,Entry
1720532179.5555742,4,Green,Entry
1720532179.5555742,4,Green,Entry
1720532179.598981,4,Yellow,Entry
1720532179.598981,4,Yellow,Entry
1720532179.605386,4,Green,Entry
1720532179.663622,4,Yellow,Entry
1720532179.663622,4,Yellow,Entry
1720532179.6697016,4,Green,Entry
1720532179.6707819,4,Green,Entry
1720532179.727117,4,Yellow,Entry
1720532179.727117,4,Yellow,Entry
1720532179.732764,4,Green,Entry
1720532179.732764,4,Green,Entry
1720532179.783951,4,Yellow,Entry
1720532179.783951,4,Yellow,Entry
1720532179.7902193,4,Green,Entry
1720532179.7902193,4,Green,Entry
1720532179.8462574,4,Yellow,Entry
1720532179.8462574,4,Yellow,Entry
1720532179.851425,4,Green,Entry
1720532179.851425,4,Green,Entry
1720532179.9034853,4,Yellow,Entry
1720532179.9034853,4,Yellow,Entry
1720532179.908968,4,Green,Entry
1720532179.908968,4,Green,Entry
1720532179.9512017,4,Yellow,Entry
1720532179.9512017,4,Yellow,Entry
1720532179.9562075,4,Green,Entry
1720532179.9562075,4,Green,Entry
1720532180.0134127,4,Yellow,Entry
1720532180.014415,4,Yellow,Entry
1720532180.0181317,4,Green,Entry
1720532180.0181317,4,Green,Entry
1720532180.0761063,4,Yellow,Entry
1720532180.0771096,4,Yellow,Entry
1720532180.082318,4,Green,Entry
1720532180.0833209,4,Green,Entry
1720532180.1373174,4,Yellow,Entry
1720532180.1383226,4,Yellow,Entry
1720532180.142796,4,Green,Entry
1720532180.142796,4,Green,Entry
1720532180.1860263,4,Yellow,Entry
1720532180.1860263,4,Yellow,Entry
1720532180.1905673,4,Green,Entry
1720532180.191571,4,Green,Entry
1720532180.2479494,4,Yellow,Entry
1720532180.2479494,4,Yellow,Entry
1720532180.254028,4,Green,Entry
1720532180.254028,4,Green,Entry
1720532180.3120966,4,Yellow,Entry
1720532180.3130965,4,Yellow,Entry
1720532180.3209233,4,Green,Entry
1720532180.3219297,4,Green,Entry
1720532180.3750434,4,Yellow,Entry
1720532180.3760421,4,Yellow,Entry
1720532180.3837404,4,Green,Entry
1720532180.450784,4,Yellow,Entry
1720532180.450784,4,Yellow,Entry
1720532180.457304,4,Green,Entry
1720532180.458303,4,Green,Entry
1720532180.5206702,4,Yellow,Entry
1720532180.5206702,4,Yellow,Entry
1720532180.5259583,4,Green,Entry
1720532180.5259583,4,Green,Entry
1720532180.5836325,4,Yellow,Entry
1720532180.5836325,4,Yellow,Entry
1720532180.5893338,4,Green,Entry
1720532180.5903373,4,Green,Entry
1720532180.6468892,4,Yellow,Entry
1720532180.6468892,4,Yellow,Entry
1720532180.65313,4,Green,Entry
1720532180.6541317,4,Green,Entry
1720532180.7090623,4,Yellow,Entry
1720532180.710073,4,Yellow,Entry
1720532180.715777,4,Green,Entry
1720532180.715777,4,Green,Entry
1720532180.7714996,4,Yellow,Entry
1720532180.7714996,4,Yellow,Entry
1720532180.7777438,4,Green,Entry
1720532180.7777438,4,Green,Entry
1720532180.8346875,4,Yellow,Entry
1720532180.8346875,4,Yellow,Entry
1720532180.8411176,4,Green,Entry
1720532180.8411176,4,Green,Entry
1720532180.9089642,4,Yellow,Entry
1720532180.9089642,4,Yellow,Entry
1720532180.9140615,4,Green,Entry
1720532180.9140615,4,Green,Entry
1720532180.9516933,4,Yellow,Entry
1720532180.9570136,4,Green,Entry
1720532181.0153534,4,Yellow,Entry
1720532181.0153534,4,Yellow,Entry
1720532181.0206904,4,Green,Entry
1720532181.0206904,4,Green,Entry
1720532181.0789783,4,Yellow,Entry
1720532181.083536,4,Green,Entry
1720532181.083536,4,Green,Entry
1720532181.1442263,4,Yellow,Entry
1720532181.1442263,4,Yellow,Entry
1720532181.149496,4,Green,Entry
1720532181.1505,4,Green,Entry
1720532181.1997275,4,Yellow,Entry
1720532181.1997275,4,Yellow,Entry
1720532181.2047336,4,Green,Entry
1720532181.2047336,4,Green,Entry
1720532181.260167,4,Yellow,Entry
1720532181.260167,4,Yellow,Entry
1720532181.2641683,4,Green,Entry
1720532181.2651687,4,Green,Entry
1720532181.3055215,4,Yellow,Entry
1720532181.3055215,4,Yellow,Entry
1720532181.31084,4,Green,Entry
1720532181.31084,4,Green,Entry
1720532181.31084,4,Green,Entry
1720532181.366202,4,Yellow,Entry
1720532181.366202,4,Yellow,Entry
1720532181.3705313,4,Green,Entry
1720532181.3705313,4,Green,Entry
1720532181.411375,4,Yellow,Entry
1720532181.411375,4,Yellow,Entry
1720532181.4163764,4,Green,Entry
1720532181.4163764,4,Green,Entry
1720532181.4592233,4,Yellow,Entry
1720532181.4592233,4,Yellow,Entry
1720532181.4636304,4,Green,Entry
1720532181.4646337,4,Green,Entry
1720532181.4646337,4,Green,Entry
1720532181.5080814,4,Yellow,Entry
1720532181.5080814,4,Yellow,Entry
1720532181.5110908,4,Green,Entry
1720532181.5125327,4,Green,Entry
1720532181.5125327,4,Green,Entry
1720532181.5498312,4,Yellow,Entry
1720532181.5508282,4,Yellow,Entry
1720532181.5548606,4,Green,Entry
1720532181.5548606,4,Green,Entry
1720532181.5980802,4,Yellow,Entry
1720532181.5980802,4,Yellow,Entry
1720532181.601633,4,Green,Entry
1720532181.6026337,4,Green,Entry
1720532181.6435828,4,Yellow,Entry
1720532181.644591,4,Yellow,Entry
1720532181.6476007,4,Green,Entry
1720532181.6476007,4,Green,Entry
1720532181.6928022,4,Yellow,Entry
1720532181.6928022,4,Yellow,Entry
1720532181.6974316,4,Green,Entry
1720532181.6974316,4,Green,Entry
1720532181.7447824,4,Yellow,Entry
1720532181.7447824,4,Yellow,Entry
1720532181.7488651,4,Green,Entry
1720532181.7498684,4,Green,Entry
1720532181.782943,4,Yellow,Entry
1720532181.782943,4,Yellow,Entry
1720532181.786944,4,Green,Entry
1720532181.786944,4,Green,Entry
1720532181.786944,4,Green,Entry
1720532181.8321605,4,Yellow,Entry
1720532181.8321605,4,Yellow,Entry
1720532181.8371146,4,Green,Entry
1720532181.8371146,4,Green,Entry
1720532181.8755271,4,Yellow,Entry
1720532181.8755271,4,Yellow,Entry
1720532181.879039,4,Green,Entry
1720532181.8801315,4,Green,Entry
1720532181.9199557,4,Yellow,Entry
1720532181.9209554,4,Yellow,Entry
1720532181.923958,4,Green,Entry
1720532181.923958,4,Green,Entry
1720532181.923958,4,Green,Entry
1720532181.965808,4,Yellow,Entry
1720532181.965808,4,Yellow,Entry
1720532181.9689703,4,Green,Entry
1720532181.9699717,4,Green,Entry
1720532182.0151315,4,Yellow,Entry
1720532182.0151315,4,Yellow,Entry
1720532182.0220354,4,Green,Entry
1720532182.0220354,4,Green,Entry
1720532182.0604215,4,Yellow,Entry
1720532182.0604215,4,Yellow,Entry
1720532182.0635486,4,Green,Entry
1720532182.0650268,4,Green,Entry
1720532182.0650268,4,Green,Entry
1720532182.1064348,4,Yellow,Entry
1720532182.1074526,4,Yellow,Entry
1720532182.1107633,4,Green,Entry
1720532182.1122293,4,Green,Entry
1720532182.1122293,4,Green,Entry
1720532182.1569817,4,Yellow,Entry
1720532182.1605258,4,Green,Entry
1720532182.1605258,4,Green,Entry
1720532182.1605258,4,Green,Entry
1720532182.2017205,4,Yellow,Entry
1720532182.2017205,4,Yellow,Entry
1720532182.205722,4,Green,Entry
1720532182.206722,4,Green,Entry
1720532182.2501783,4,Yellow,Entry
1720532182.2501783,4,Yellow,Entry
1720532182.256224,4,Green,Entry
1720532182.297312,4,Yellow,Entry
1720532182.3033216,4,Green,Entry
1720532182.3572948,4,Yellow,Entry
1720532182.3572948,4,Yellow,Entry
1720532182.362817,4,Green,Entry
1720532182.362817,4,Green,Entry
1720532182.4067075,4,Yellow,Entry
1720532182.4079785,4,Yellow,Entry
1720532182.412481,4,Green,Entry
1720532182.4675817,4,Yellow,Entry
1720532182.4675817,4,Yellow,Entry
1720532182.473054,4,Green,Entry
1720532182.473054,4,Green,Entry
1720532182.5139964,4,Yellow,Entry
1720532182.5201054,4,Green,Entry
1720532182.5620337,4,Yellow,Entry
1720532182.5671785,4,Green,Entry
1720532182.6209712,4,Yellow,Entry
1720532182.6209712,4,Yellow,Entry
1720532182.625621,4,Green,Entry
1720532182.625621,4,Green,Entry
1720532182.6701267,4,Yellow,Entry
1720532182.6701267,4,Yellow,Entry
1720532182.675134,4,Green,Entry
1720532182.7139344,4,Yellow,Entry
1720532182.7139344,4,Yellow,Entry
1720532182.7185717,4,Green,Entry
1720532182.7185717,4,Green,Entry
1720532182.7577183,4,Yellow,Entry
1720532182.7592208,4,Yellow,Entry
1720532182.763564,4,Green,Entry
1720532182.763564,4,Green,Entry
1720532182.8057349,4,Yellow,Entry
1720532182.8057349,4,Yellow,Entry
1720532182.8097358,4,Green,Entry
1720532182.8538923,4,Yellow,Entry
1720532182.858432,4,Green,Entry
1720532182.906426,4,Green,Entry
1720532182.906426,4,Green,Entry
1720532182.9486008,4,Yellow,Entry
1720532182.9486008,4,Yellow,Entry
1720532182.9486008,4,Yellow,Entry
1720532182.9520051,4,Green,Entry
1720532182.9531398,4,Green,Entry
1720532182.997211,4,Yellow,Entry
1720532183.0026891,4,Green,Entry
1720532183.0026891,4,Green,Entry
1720532183.0414255,4,Yellow,Entry
1720532183.0414255,4,Yellow,Entry
1720532183.0457308,4,Green,Entry
1720532183.0457308,4,Green,Entry
1720532183.0457308,4,Green,Entry
1720532183.0906856,4,Yellow,Entry
1720532183.0906856,4,Yellow,Entry
1720532183.0946865,4,Green,Entry
1720532183.180501,4,Yellow,Entry
1720532183.1869142,4,Green,Entry
1720532183.1879165,4,Green,Entry
1720532183.2284515,4,Yellow,Entry
1720532183.2344534,4,Green,Entry
1720532183.273114,4,Yellow,Entry
1720532183.2761152,4,Green,Entry
1720532183.2761152,4,Green,Entry
1720532183.3214157,4,Yellow,Entry
1720532183.3252351,4,Green,Entry
1720532183.3252351,4,Green,Entry
1720532183.366336,4,Yellow,Entry
1720532183.4649773,4,Green,Entry
1720532183.5167515,4,Yellow,Entry
1720532183.5230591,4,Green,Entry
1720532183.5760057,4,Green,Entry
1720532183.5760057,4,Green,Entry
1720532183.61585,4,Yellow,Entry
1720532183.6210258,4,Green,Entry
1720532183.663508,4,Yellow,Entry
1720532183.6695888,4,Green,Entry
1720532183.7100704,4,Yellow,Entry
1720532183.7144,4,Green,Entry
1720532183.7529244,4,Yellow,Entry
1720532183.7977397,4,Yellow,Entry
1720532183.7987483,4,Yellow,Entry
1720532183.80246,4,Green,Entry
1720532183.8897405,4,Yellow,Entry
1720532183.9911368,4,Green,Entry
1720532183.9911368,4,Green,Entry
1720532184.031444,4,Yellow,Entry
1720532184.031444,4,Yellow,Entry
1720532184.035445,4,Green,Entry
1720532184.035445,4,Green,Entry
1720532184.123986,4,Yellow,Entry
1720532184.1280034,4,Green,Entry
1720532184.167753,4,Yellow,Entry
1720532184.167753,4,Yellow,Entry
1720532184.2262547,4,Green,Entry
1720532184.2855084,4,Green,Entry
1720532184.36986,4,Yellow,Entry
1720532184.4205117,4,Green,Entry
1720532184.4626153,4,Yellow,Entry
1720532184.4667158,4,Green,Entry
1720532184.468002,4,Green,Entry
1720532184.5131538,4,Green,Entry
1720532184.560007,4,Green,Entry
1720532184.560007,4,Green,Entry
1720532184.6009386,4,Yellow,Entry
1720532184.8523736,4,Green,Entry
1720532184.8969958,4,Yellow,Entry
1720532184.9013646,4,Green,Entry
1720532184.9406745,4,Yellow,Entry
1720532184.9456787,4,Green,Entry
1720532184.9927168,4,Green,Entry
1720532184.9937198,4,Green,Entry
1720532185.036151,4,Yellow,Entry
1720532185.042738,4,Green,Entry
1720532185.1464403,4,Yellow,Entry
1720532185.2028027,4,Yellow,Entry
1720532185.4120698,4,Green,Entry
1720532185.534191,4,Green,Entry
1720532185.596306,4,Green,Entry
1720532185.6368039,4,Yellow,Entry
1720532185.6415477,4,Green,Entry
1720532185.6816316,4,Yellow,Entry
1720532185.6861813,4,Green,Entry
1720532185.6872087,4,Green,Entry
1720532185.7281194,4,Yellow,Entry
1720532185.7332766,4,Green,Entry
1720532185.8223693,4,Green,Entry
1720532185.9100509,4,Yellow,Entry
1720532185.9100509,4,Yellow,Entry
1720532185.9138846,4,Green,Entry
1720532185.9560196,4,Yellow,Entry
1720532185.9560196,4,Yellow,Entry
1720532186.1460702,4,Green,Entry
1720532186.1895819,4,Yellow,Entry
1720532186.1938734,4,Green,Entry
1720532186.241477,4,Green,Entry
1720532186.2824366,4,Yellow,Entry
1720532186.3313582,4,Yellow,Entry
1720532186.336024,4,Green,Entry
1720532186.3759882,4,Yellow,Entry
1720532186.421005,4,Yellow,Entry
1720532186.469875,4,Yellow,Entry
1720532186.5167809,4,Yellow,Entry
1720532186.5234888,4,Green,Entry
1720532186.5778062,4,Yellow,Entry
1720532186.625439,4,Yellow,Entry
1720532186.625439,4,Yellow,Entry
1720532186.6299977,4,Green,Entry
1720532186.6686513,4,Yellow,Entry
1720532186.7179613,4,Yellow,Entry
1720532186.8103402,4,Green,Entry
1720532186.8620708,4,Green,Entry
1720532186.9179347,4,Yellow,Entry
1720532186.9609418,4,Yellow,Entry
1720532186.9609418,4,Yellow,Entry
1720532187.1513193,4,Green,Entry
1720532187.3790045,4,Yellow,Entry
1720532187.4259322,4,Yellow,Entry
1720532187.5221994,4,Green,Entry
1720532187.9585047,4,Green,Entry
1720532187.9585047,4,Green,Entry
1720532188.0058827,4,Green,Entry
1720532188.0492234,4,Green,Entry
1720532188.0973084,4,Green,Entry
1720532188.0973084,4,Green,Entry
1720532188.1456454,4,Green,Entry
1720532188.2862065,4,Green,Entry
1720532188.3318071,4,Green,Entry
1720532188.4270403,4,Green,Entry
1720532188.5308037,4,Yellow,Entry
1720532188.5771656,4,Yellow,Entry
1720532188.5781648,4,Yellow,Entry
1720532188.624129,4,Yellow,Entry
1720532188.6288905,4,Green,Entry
1720532188.6699479,4,Yellow,Entry
1720532188.7734444,4,Green,Entry
1720532188.8601205,4,Yellow,Entry
1720532188.9220984,4,Yellow,Entry
1720532188.9823575,4,Yellow,Entry
1720532188.986752,4,Green,Entry
1720532189.0313513,4,Yellow,Entry
1720532189.0396633,4,Green,Entry
1720532189.0941432,4,Yellow,Entry
1720532189.100401,4,Green,Entry
1720532189.2349637,4,Yellow,Entry
1720532189.239412,4,Green,Entry
1720532189.2495842,4,Orange,Entry
1720532189.2495842,4,Orange,Entry
1720532189.2836263,4,Yellow,Entry
1720532189.288737,4,Green,Entry
1720532189.2982528,4,Orange,Entry
1720532189.2982528,4,Orange,Entry
1720532189.327594,4,Yellow,Entry
1720532189.3308797,4,Green,Entry
1720532189.3412828,4,Orange,Entry
1720532189.3752422,4,Yellow,Entry
1720532189.380671,4,Green,Entry
1720532189.436738,1,Yellow,Entry
1720532189.4411187,1,Green,Entry
1720532205.8090718,2,Yellow,Entry
1720532205.8555756,2,Yellow,Entry
1720532205.8555756,2,Yellow,Entry
1720532205.9014006,2,Yellow,Entry
1720532205.9024,2,Yellow,Entry
1720532205.9625127,2,Yellow,Entry
1720532205.9625127,2,Yellow,Entry
1720532206.007459,2,Yellow,Entry
1720532206.007459,2,Yellow,Entry
1720532206.0114584,2,Green,Entry
1720532206.0554214,2,Yellow,Entry
1720532206.0554214,2,Yellow,Entry
1720532206.0594225,2,Green,Entry
1720532206.0991871,2,Yellow,Entry
1720532206.0991871,2,Yellow,Entry
1720532206.1464508,2,Yellow,Entry
1720532206.1464508,2,Yellow,Entry
1720532206.194929,2,Yellow,Entry
1720532206.1959264,2,Yellow,Entry
1720532206.2395327,2,Yellow,Entry
1720532206.2395327,2,Yellow,Entry
1720532206.2864232,2,Yellow,Entry
1720532206.2864232,2,Yellow,Entry
1720532206.3323863,2,Yellow,Entry
1720532206.3323863,2,Yellow,Entry
1720532206.3824599,2,Yellow,Entry
1720532206.3834622,2,Yellow,Entry
1720532206.4277503,2,Yellow,Entry
1720532206.4277503,2,Yellow,Entry
1720532206.474807,2,Yellow,Entry
1720532206.474807,2,Yellow,Entry
1720532206.5188017,2,Yellow,Entry
1720532206.5198033,2,Yellow,Entry
1720532206.5637598,2,Yellow,Entry
1720532206.6106224,2,Yellow,Entry
1720532206.6573977,2,Yellow,Entry
1720532206.7041802,2,Yellow,Entry
1720532206.7485824,2,Yellow,Entry
1720532206.7485824,2,Yellow,Entry
1720532206.796473,2,Yellow,Entry
1720532206.796473,2,Yellow,Entry
1720532206.8439667,2,Yellow,Entry
1720532206.8439667,2,Yellow,Entry
1720532206.8880305,2,Yellow,Entry
1720532206.8880305,2,Yellow,Entry
1720532206.9330792,2,Yellow,Entry
1720532206.9330792,2,Yellow,Entry
1720532206.9812038,2,Yellow,Entry
1720532206.9812038,2,Yellow,Entry
1720532207.0265021,2,Yellow,Entry
1720532207.0745034,2,Yellow,Entry
1720532207.1171408,2,Yellow,Entry
1720532207.1181386,2,Yellow,Entry
1720532207.163955,2,Yellow,Entry
1720532207.163955,2,Yellow,Entry
1720532207.208694,2,Yellow,Entry
1720532207.208694,2,Yellow,Entry
1720532207.2556195,2,Yellow,Entry
1720532207.3036678,2,Yellow,Entry
1720532207.3498576,2,Yellow,Entry
1720532207.3976743,2,Yellow,Entry
1720532207.3976743,2,Yellow,Entry
1720532207.4426937,2,Yellow,Entry
1720532207.4426937,2,Yellow,Entry
1720532207.4902854,2,Yellow,Entry
1720532207.535918,2,Yellow,Entry
1720532207.5798857,2,Yellow,Entry
1720532207.6256714,2,Yellow,Entry
1720532207.6749365,2,Yellow,Entry
1720532207.6749365,2,Yellow,Entry
1720532207.7217805,2,Yellow,Entry
1720532207.7670834,2,Yellow,Entry
1720532207.8132617,2,Yellow,Entry
1720532207.8598015,2,Yellow,Entry
1720532207.8598015,2,Yellow,Entry
1720532207.9051504,2,Yellow,Entry
1720532207.9051504,2,Yellow,Entry
1720532207.9540977,2,Yellow,Entry
1720532208.0149872,2,Yellow,Entry
1720532208.0634713,2,Yellow,Entry
1720532208.1094706,2,Yellow,Entry
1720532208.1544547,2,Yellow,Entry
1720532208.2478836,2,Yellow,Entry
1720532208.2941873,2,Yellow,Entry
1720532208.3416038,2,Yellow,Entry
1720532208.3890378,2,Yellow,Entry
